15_inch_main_armament;15-inch Main Armament
RENAME_REGION_EFF;$OLD$ renamed to 即$NEW$劬.\n
REORG_PANEL_BALANCE_UNITS;Balance
REORGANISE_UNITS;Reorganise these two units
REORGANISE_UNITS_DRO;Reorganising these two units will allow you move subunits between the two units
REPAIR_RATE_TECH;Repair Rate
repeal_the_corn_laws_desc;The 'Corn Laws' were a series of vastly unpopular tariffs, often described as a rare example of British mercantilism, designed to 'protect' British farmers and corn prices from cheap foreign competition, which, naturally, had the effect of effectively increasing corn prices for Britain's poor. After the failed harvest of 1845, and the following Potato Famine in Ireland, the Corn Laws were finally repealed in 1846. The failure of these tariffs heralded a long period of British commitment to the ideals of Laissez-faire capitalism, that was to last for most of the 19th century.
repeal_the_corn_laws_title;Repeal The Corn Laws
REPLACE_MINISTER_EFFECT;即$NAME$劬 will become 即$POSITION$劬.\n
replenishment_transport_organisation;Replenishment Transport Organisation
replenishment_transport_organisation_desc;Depots were focus points for the wartime supply system, but a replenishment transport organization was needed to get bullets and toilet paper out to the men.
REQ;You cannot build this without first building
RESEARCH_POINTS_EFFECT;Gain eG$VALUE$劬 Research Points.\n
RESEARCH_POINTS_LABEL;Research Points:
RESENDEXPEDDESC;Send an expeditionary force back to its owner.
RESENDEXPEDTITLE;Return Expeditionary Force
reserved;Reserved
residency;Residency
residency_desc;Only people of your nation's primary culture are allowed the vote.
residency_l;Residency
RESIGN_DESC;Are you sure you want to resign and return to the main menu?
RESIGN_TITLE;Resign Game
resolute;Resolute
resourceful;Resourceful
RESTART_REQ;Restart Required
RESTART_REQ_DESC;You must restart the game for these changes to take effect.
restore_alsace_desc;Since the Alsace has been restored to its rightful place within the French nation, we should probably revert the street signs back to French.
restore_alsace_title;Restore Alsace-Lorraine!
restore_mexican_empire_desc;A French military intervention in Mexico, triggered by Mexico's cancellation of loan payments in 1861, saw the Austrian archduke Maximillian Ferdinand, later Maximillian I, installed on the throne of a restored Mexican Empire. While the Empire only came to last for three years, Maximillian nevertheless enjoyed some level of support from Mexican conservatives. By asking Maximillian Ferdinand to ascend to the throne, we can again make Mexico a Monarchy, but doing so might be a very risky affair.
restore_mexican_empire_title;Restore The Mexican Empire
RESULT_LOSS;lost
RESULT_WON;won
RETREAT_DELAY_IRO;There is still 即$VAL$劬 day(s) left until a voluntary retreat can be made.
RETREAT_TO_OI;Retreating to $WHERE$.
RETRIEVEEXPEDDESC;Demand that an expeditionary force return home to you.
RETRIEVEEXPEDNEWDESC;Do you wish a unit to be returned home to 即$RECIPIENT$劬?\nIf you do so, the unit will revert to the original owner on 即$DATE$劬
RETRIEVEEXPEDTITLE;Retrieve Expeditionary Force
REV_GAIN_CB;即$ACTIVE$劬 gains a $TYPE$ Casus-Belli on 即$PASSIVE$劬.\n
revanchism;Revanchism
revanchism;Revanchism
revanchism_desc;The people are unhappy about things, mainly the land they lost. They will turn to this Chaplinesque character to cheer them up
revanchism_desc;After having lost an important war against a main competitor many population groups will call for revenge and a new war to cleanse the dirt from the honor of the Nation.
REVANCHISM_EXPLANATION;Revanchism, from the French word for 'revenge', is the yearning for the return of land lost to the nation. In love, war, and peace alike, our people will be willing to make greater sacrifices for the return of our sacred soil.
REVANCHISM_LOWER;Revanchism lower than 即$VAL$劬.\n
REVANSCHISM_ATLEAST;Revanchism is at least 即$VAL$劬.\n
REVERT_SAVE_CAL;Reverting to default database.
REVOKE_GOVERMENT_IN_EXILE;Revoke the Government in Exile.\n
REVOKE_MILITARY_ACCESS_EFFECT;即$COUNTRY$劬 will revoke military access with 即$TARGET_COUNTRY$劬.\n
REVOKEDEBTDESC;No longer allow the nation to go into debt when trading with you during wartime.
REVOKEDEBTNEWDESC;Do you wish revoke 即$NAME$劬's permission to accumulated debt in their dealings with us?\nThis action will cost us 即$COST$劬 influence points.
REVOKEDEBTTITLE;Revoke Debt
REVOKEMILACCDESC;Revoke their ability to station troops and ships in our country.
REVOKEMILACCNEWDESC;Do you wish to revoke the Military Access given to $COUNTRY$? Doing so will prevent their troops from accessing our country and ports.
REVOKEMILACCTITLE;Revoke Military Access.
revolt_risk;Revolt Risk
REVOLT_RISK_HIGHER_THAN;Revolt risk at least 
REVOLT_RISK_LOWER_THAN;Revolt risk lower than 
REVOLTALLIANCE_LOG;A revolution! Our alliance is broken!
REVOLTRISK_EFFECT;$DIRECTION$ $VALUE$ revoltrisk in $WHERE$.\n
revolution_n_counterrevolution;Revolution & Counterrevolution
revolution_n_counterrevolution_desc;Revolution & Counterrevolution
RGO_INPUT_TECH;RGO input efficiency tech
RGO_NONE_EFFECT_TECH;
RGO_OUTPUT_TECH;RGO output efficiency tech
RGO_SIZE;RGO Size
RGO_THROUGHPUT_TECH;RGO throughput efficiency tech
rhetoric_of_hate;Rhetoric of Hate
rhetoric_of_hate_desc;This was a certain brand of public speech which incited hate and the urge to do violence against a certain group in society. Most governments tried to forbid and stop such activities, but at some points they were unable to.
RICH_MILITANCY_LESS_THAN;Rich strata militancy less than 
RICH_MILITANCY_MORE_THAN;Rich strata militancy more than 
RICH_STRATA;Rich Strata
richard_kahn;Richard Kahn
richard_kahn_desc;An English economist who first developed the concept of the multiplier effect of spending in an economy in the early 1930s. At its base, this is the concept that spending in the economy for goods and services produced new potentials for demand by the providers of those initial goods and services, creating an expansion of demand beyond the initial value of the original spending. Adopted by John Maynard Keynes in his concept of the role of aggregate demand in the functioning of the economy, the concept of the multiplier effect would be increasingly adopted by States facing economic slowdowns by encouraging the State itself to increase its spending in the economy as a way to revive weakened demand and restore economic growth
rifled_guns;Rifled Guns
rifled_guns_desc;This improvement of the guns made them shoot longer and with much better accuracy as the projectiles revolved around their centrepoint.
RIGHT_CLICK_TO_REMOVE_NF;即Right mouse clicke! to remove the current focus.
RIP_EFFECT;$NAME$ will become the new ruling party.\n
rising_star;Rising Star
RIVALSWITH;Views $LIST$ as natural rivals.
RIVER_ADJUSTER;River
robert_torrens;Robert Torrens
robert_torrens_desc;Robert Torrens was a British army officer and owner of the influential Globe newspaper. Torrens was an independent discoverer of the Ricardo's principle of 'comparative advantage' in international trade (albeit a promoter of 'reciprocal tariffs', rather than unilateral free trade). Torrens was also a co-discoverer of the Ricardian theory of 'differential rent', although, in later editions, recanted the Malthusian population doctrine on which it was partly based.  Torrens remained a consistent critic of the 'labor theory of value'. 
ROM;Romania
ROM_ADJ;Romanian
ROM_anarcho_liberal;Partidul  Radical
ROM_communist;Partidul Communist
ROM_conservative;Partidul  Conservator
ROM_conservative_2;Partidul  Taranesc
ROM_conservative_3;Partidul Conservator  Democrat
ROM_fascist;Garda de Fier
ROM_liberal;Partida  Nationala
ROM_liberal_2;Partidul  Liberal
ROM_reactionary;Partida  Boiereasca
ROM_reactionary_2;Partidul Nationalist  Democrat
ROM_socialist;Partidul Social  Democrat
romanian;Romanian
romantic;Romantic
romanticism;Romanticism
romanticism_desc;Romanticism
romanticist_art;Romanticist Art
romanticist_art_desc;The romanticists finally broke with the classical demands on strictness and correctness. By celebrating and exploring human emotions and imagination, they set the path for future artistic movements in the 19th- and early 20th century. Great artists closely associated with Romanticism include J.M.W. Turner, Caspar David Friedrich, John Constable, and William Blake.
romanticist_literature;Romanticist Literature
romanticist_literature_desc;The romanticists finally broke with the classical demands on strictness and correctness. By celebrating and exploring human emotions and imagination, they set the path for future artistic movements in the 19th- and early 20th century. Expressing their emotional response to nature were, amongst others: William Wordsworth, Samuel Taylor Coleridge, Lord Byron, Percy Bysshe Shelley and John Keats.
romanticist_music;Romanticist Music
romanticist_music_desc;The romanticists finally broke with the classical demands on strictness and correctness. By celebrating and exploring human emotions and imagination, they set the path for future artistic movements in the 19th- and early 20th century. Of the romanticist era a few composers stand out against the rest. Ludwig van Beethoven, Frederic Chopin and Franz Schubert were among those.
rotherham_plough;Rotherham Plough
rotherham_plough_desc;The Rotherham or Yorkshire Plough invented by Disney Stanyforth and Joseph Foljambe was an improvement on the traditional plough. It was constructed of wood like the standard plough but the fittings and coulter (cutting blade) were made of iron and the mouldboard and ploughshare were covered in iron plates. It was lighter than the traditional plough and could be easily worked with a pair of horses.
rotten_boroughs;Rotten Boroughs
ROYALMARRIAGE;Royal Marriage with $LIST$.
RP_ACCUMULATED;We have accumulated 即$VAL$劬 research points that are currently unused.
ruanda;Ruanda
rubber;Rubber
rubber_RGO_SIZE;Rubber lodge size
rubber_vulcanization;Rubber Vulcanization
rubber_vulcanization_desc;This was a process to make industrial rubber out of the rubber source material. This enabled mass production of this strategic material and thus gave an enormously increased output.
RUL_PARTY_IS;Current government is
RUL_PARTY_IS_NOT;Current government is NOT
RULE_ALL_VOTING;All cultures can vote
RULE_ALL_VOTING;All Voting
RULE_ALLOW_FOREIGN_INVESTMENT;Allow foreign investment
RULE_BUILD_FACTORY;Build Factories
RULE_BUILD_FACTORY;Build Factory
RULE_BUILD_FACTORY_INVEST;Build foreign factory
RULE_BUILD_RAILWAY;Build Railway
RULE_BUILD_RAILWAY;Build Railway
RULE_BUILD_RAILWAY_INVEST;Investors can build foreign railways
RULE_CAN_INVEST_IN_POP_PROJECTS;Invest in pop projects
RULE_CAN_SUBSIDISE;Can Subsidise Factories
RULE_CAN_SUBSIDISE;Can Subsidise
RULE_CULTURE_VOTING;Accepted cultures can vote
RULE_CULTURE_VOTING;Culture Voting
RULE_DELETE_FACTORY_IF_NO_INPUT;Bankrupt Factories Removed
RULE_DELETE_FACTORY_IF_NO_INPUT;Delete Factory if No Input
RULE_DESTROY_FACTORY;Destroy Factories
RULE_DHONT;Jefferson Method
RULE_DHONT;Dhont
RULE_EXPAND_FACTORY;Expand Factories
RULE_EXPAND_FACTORY;Expand Factory
RULE_EXPAND_FACTORY_INVEST;Expand foreign factory
RULE_FACTORY_PRIORITY;Prioritise Factories
RULE_FACTORY_PRIORITY;Factory Priority
RULE_LARGEST_SHARE;Largest Share wins
RULE_LARGEST_SHARE;Largest Share
RULE_OPEN_FACTORY;Open/Close Factory
RULE_OPEN_FACTORY_INVEST;Open foreign factory
RULE_POP_BUILD_FACTORY;Capitalists Build Factories
RULE_POP_BUILD_FACTORY_INVEST;Investors can build foreign factory
RULE_POP_EXPAND_FACTORY;Capitalists Expand Factories
RULE_POP_EXPAND_FACTORY;Pop Expand Factory
RULE_POP_EXPAND_FACTORY_INVEST;Investors can expand foreign factory
RULE_POP_OPEN_FACTORY;Capitalists Open Factories
RULE_POP_OPEN_FACTORY;Pop Open Factory
RULE_POP_OPEN_FACTORY_INVEST;Investors can open foreign factory
RULE_POPULATION_VOTE;Population Vote
RULE_PRIMARY_CULTURE_VOTING;Primary culture can vote
RULE_PRIMARY_CULTURE_VOTING;Primary Culture Voting
RULE_RICH_ONLY;Rich Only
RULE_SAINTE_LAQUE;Proportional Selection of Seats
RULE_SAINTE_LAQUE;Sainte Laque
RULE_SAME_AS_RULING_PARTY;Same As Ruling Party
RULE_SLAVERY_ALLOWED;Slavery Allowed
RULE_STATE_VOTE;State Vote
Rulers;Rulers
Run away!;I'm not sure, maybe later
rundi;Rundi
RUS;Russia
RUS_1003;Novgorod
RUS_1008;Moscow
RUS_1009;Bryansk
RUS_1020;Kazan
RUS_1026;Perm
RUS_1037;Tartaria
RUS_1041;Astrakhan
RUS_1048;Ekaterinodar
RUS_1052;North Caucasia
RUS_1060;Samara
RUS_1064;Tobolsk
RUS_1065;Ob
RUS_1069;West Yakutsk
RUS_1070;Upper Yeniseysk
RUS_1071;Yakutsk
RUS_1072;Okhotsk
RUS_1074;Kamchatka
RUS_1075;Irkutsk
RUS_1079;Trans-Baikal
RUS_1090;Georgia
RUS_1098;Armenia
RUS_1102;Azerbaijan
RUS_1104;Baku
RUS_1182;Uralsk
RUS_1184;Akmolinsk
RUS_1185;Semireche
RUS_1196;Turkmenia
RUS_1469;Tomsk
RUS_2589;Nenetsia
RUS_2590;Coastal Chukotka
RUS_2615;Lower Yeniseysk
RUS_2618;Upper Okhotsk
RUS_2621;Inner Chukotka
RUS_2653;North Siberia
RUS_2668;North Yakutsk
RUS_2685;Ural
RUS_2694;Middle Siberia
RUS_336;Northern Finland
RUS_339;Karelia
RUS_340;Southern Finland
RUS_349;Estonia
RUS_354;Latvia
RUS_360;Lietuva
RUS_366;Lappi
RUS_676;Budjak
RUS_706;Mazowieckie
RUS_707;Brest
RUS_710;Wielkopolskie
RUS_718;Minsk
RUS_943;Smolensk
RUS_947;Orsha
RUS_955;Rovne
RUS_958;Kiev
RUS_964;Crimea
RUS_965;Cherson
RUS_977;Kursk
RUS_979;Rostov
RUS_980;Luhansk
RUS_981;Arkhangelsk
RUS_990;Galich
RUS_994;Ingria
RUS_998;Tver
RUS_ADJ;Russian
RUS_anarcho_liberal;Radicals
RUS_communist;Social Democratic
RUS_communist_2;Bolshevik
RUS_conservative;Slavophile
RUS_conservative_2;Octobrists
RUS_fascist;Fascists
RUS_liberal;Westerniser
RUS_liberal_2;Kadets
RUS_proletarian_dictatorship;Soviet Union
RUS_proletarian_dictatorship_ADJ;Soviet
RUS_reactionary;Panslavic
RUS_socialist;Menshevik
RUS_socialist_2;Populists
RUS_socialist_3;Socialist Revolutionary
russian;Russian
RUT;Ruthenia
RUT_ADJ;Ruthenian
RUT_anarcho_liberal;The Radical Faction
RUT_communist;The Communist Faction
RUT_conservative;Royal Faction
RUT_fascist;The Fascist Faction
RUT_liberal;The Liberal Faction
RUT_reactionary;The Nationalist Faction
RUT_socialist;The Socialist Faction
sad_sack;Sad Sack
saddle_orders;Saddle Orders
saddle_orders_desc;This was the ability to give good orders fast and under heavy stress. This was trained, and of course when possible learnt through experience.
SAF;South Africa
SAF_ADJ;South African
SAF_anarcho_liberal;Radical Party
SAF_communist;Communist Party
SAF_conservative;Progressive Party
SAF_conservative_2;Unionist Party
SAF_conservative_3;National Party
SAF_fascist;Fascist Party
SAF_liberal;Afrikaner Bond
SAF_liberal_2;South African Party
SAF_reactionary;Nationalist Party
SAF_socialist;Labour Party
safety_regulations;Safety Regulations
sami;Sami
sand_river_convention_desc;By delimiting our borders with the British Cape Colony, we can strengthen our relations with the United Kingdom.
sand_river_convention_title;Sand River Convention
SAR;Sardinia-Piedmont
SAR_466;Savoie
SAR_720;Piemonte
SAR_765;Sardegna
SAR_ADJ;Piedmontian
SAR_anarcho_liberal;Radicali
SAR_communist;Comunisti
SAR_conservative;Moderati 
SAR_conservative_2;Popolari
SAR_fascist;Fascisti
SAR_liberal;Riformisti 
SAR_liberal_2;Liberale
SAR_reactionary;Restaurazionisti
SAR_socialist;Socialisti
sara;Sara
SATELLITE;Satellite
SATELLITE_OF;即Satellite劬 of
SATELLITE_OF_NOCOLOR;Satellite of
Saturday;Saturday
SAVE;Save
SAVE_DONE;eGDone劬
SAVE_LOADED;Save Game Loaded...
SAVE_PROG;Save progress: $VALUE$ %
SAVE_TRANSFER_DONE;Savegame transfer done.
SAVED_GAMES;Saved Game
SAX;Saxony
SAX_558;Sachsen
SAX_ADJ;Saxon
SAX_anarcho_liberal;Radikale Arbeiterpartei
SAX_communist;Kommunistische Arbeiterpartei
SAX_conservative;Zentrumspartei
SAX_conservative_2;Konservative Partei
SAX_conservative_3;Christsoz. Arbeiterpartei
SAX_fascist;The Fascist Faction
SAX_liberal;Liberaldem. Partei
SAX_liberal_2;Nationalliberale 
SAX_liberal_3;Freisinnige Partei
SAX_reactionary;Nationale Partei
SAX_socialist;Deutscher Arbeiterverein
SAX_socialist_2;Sozialdem. Arbeiterpartei 
SAX_socialist_3;Sozial. Arbeiterpartei 
sayings_of_the_dutch;Sayings of The Dutch
SCA;Scandinavia
SCA_ADJ;Scandinavian
SCA_anarcho_liberal;Anti-revoultionera partiet
SCA_communist;Proletera Kampferbundet
SCA_conservative;Hegerpartiet
SCA_conservative_2;Norske Intressepartit
SCA_fascist;Nationalsocialistiska Blocket
SCA_liberal;Liberala Unionspartiet
SCA_liberal_2;Suomi Puolue
SCA_liberal_3;Bondeferbundet
SCA_liberal_4;Danske Unionspartit
SCA_reactionary;Monarkisterna
SCA_socialist;Unionssocialisterna
SCAL_CON_EFFECT;The percentage of people that $VERB$ 即$CAT$劬 $DIRECTION$ $VALUE$ Consciousness.\n
SCAL_MILITANCY_EFFECT;The percentage of people that $VERB$ 即$CAT$劬 $DIRECTION$ $VALUE$ Militancy.\n
SCAN;Scan
scandinavian;Scandinavian
scared;Scared
SCH;Schleswig
SCH_ADJ;Schleswigian
SCH_anarcho_liberal;Radikale Arbeiterpartei
SCH_communist;Kommunistische Arbeiterpartei
SCH_conservative;Zentrumspartei
